respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.978994498455268,0.8221262398892347
26708,0.9973421565908154,0.9769975534239894
26709,0.7302264191525001,0.6557519867686323
26710,0.819689008060712,0.9890688690946658
26711,0.8497358172306221,0.9761960313852363
26712,0.9575603791971534,0.9966063108520281
26713,0.6418692561438307,0.9027811250817648
26714,0.9902322043345531,0.9322217984174797
26715,0.9988941572769722,0.9865030774732195
26716,0.9128548346657347,0.666608729413418
26717,0.9377086667380072,0.89122324989433
26718,0.9416483343788633,0.6467214512483721
26719,0.7567906242547414,0.9904428866225683
26720,0.9855426355990101,0.9072730110708087
26721,0.7922567548136115,0.9821479391190876
26722,0.9984409414553157,0.9939419232759558
26723,0.934124275409017,0.9899798592029668
26724,0.9813953591462237,0.8354855743033142
26725,0.9875104814540456,0.9427658031941498
26726,0.9984571920977783,0.964326942770881
26727,0.857975497899392,0.6874747784037617
26728,0.9161564865471448,0.6140993783131453
26729,0.9819561824745178,0.7605454710358708
26730,0.9765247317066811,0.7160170933868987
26731,0.9995532818128702,0.9979814634891695
26732,0.993369697561147,0.9784043663790004
26733,0.9996690893520286,0.999929991587076
26734,0.9983830005013538,0.9985510629073665
26735,0.9456978954082814,0.6102875713809052
26736,0.9718465992571239,0.7159587772100228
26737,0.9971344402531289,0.98088346399883
26738,0.9990836861218526,0.999295154305491
26739,0.9902817446670673,0.9232472876966565
26740,0.9873611739805054,0.8915298841659154
26741,0.7801351815202817,0.9297572959838416
26742,0.9688279443649594,0.7011163308941362
26743,0.9970230228540304,0.8945049159225279
26744,0.9268181537991622,0.6325244318887875
26745,0.8415171720330731,0.9104951339549004
26746,0.9999996357979045,0.99999656414103
26747,0.9846933736135248,0.8593149359555327
26748,0.9686120160152928,0.8086405603421006
26749,0.9295825411140968,0.8134694008820638
26750,0.9823384485875568,0.9982310286011274
26751,0.8798518690101059,0.9831919190023836
26752,0.9996856445081689,0.9993147872317608
26753,0.6085665346613666,0.8374115820152785
26754,0.662651295614914,0.9233233098671093
26755,0.9947925144389276,0.9408034084600183
26756,0.9999494504758698,0.9995430074045363
26757,0.8759673580136125,0.9771362157496023
26758,0.999583359706668,0.999585343100345
26759,0.9989828828078722,0.9900138340447608
26760,0.9999426645036328,0.9996013192779197
26761,0.6351525271708185,0.9046804960336172
26762,0.8250587256209204,0.7896224699343096
26763,0.999831807234287,0.9999893545777041
26764,0.9999115557683117,0.9999804249750913
26765,0.993864507740793,0.7572339857984225
26766,0.9837791057047813,0.9078956080127775
26767,0.9978913580056588,0.9970668745570078
26768,0.6120081919986946,0.8707806784961037
26769,0.9824867696329507,0.9139874634314773
26770,0.6507397237853286,0.8898793843810905
26771,0.995868665621815,0.9711341757765978
26772,0.9914780575227498,0.9162901712791636
26773,0.9492948976561432,0.6683938923726296
26774,0.9679343922657656,0.5287007887655122
26775,0.9648887189217046,0.6843984768898547
26776,0.8386477771744505,0.9634014396361025
26777,0.5437154701938754,0.9819157880660185
26778,0.8313879430287512,0.5966140933440315
26779,0.882271040054573,0.7118683220889042
26780,0.7288242688665781,0.9924070089546868
26781,0.9986006799358967,0.9812810086882201
26782,0.9874869662422227,0.7684451562968688
26783,0.9897957181236008,0.8854782860501789
26784,0.774477384573505,0.9822371145524416
26785,0.9999755372688783,0.9997222075366853
26786,0.9745475742727449,0.8334821901645195
26787,0.9836205991296479,0.8460770666366427
26788,0.5935870236243244,0.9843550666428447
26789,0.9974814294112576,0.9230056084264507
26790,0.9893356164793365,0.8859421772298157
26791,0.9956151087633358,0.9621782434708478
26792,0.5236217587903381,0.9491927682279369
26793,0.9286497938076476,0.7153282701741279
26794,0.9995321113810115,0.9997179192227288
26795,0.887987488554506,0.9288757046090382
26796,0.9994084441022609,0.9975755509879393
26797,0.7657838730298046,0.984708189519422
26798,0.9270228409652687,0.7920577674448781
26799,0.9977325649756146,0.9993240567893289
26800,0.8437073257232153,0.9588680748939681
26801,0.6115890214832144,0.8831272664631273
26802,0.9952011360679518,0.9627670944816676
26803,0.9840069292664876,0.8598680347288519
26804,0.9947614799323403,0.9265698509414574
26805,0.9932866738432445,0.9192060121212436
26806,0.9069442569583712,0.8355392844303622
26807,0.9824416912825137,0.9986699393325865
26808,0.8241236069227543,0.5924775251171167
26809,0.9952790888385571,0.9462334938746068
26810,0.9912354505464473,0.8512112332750096
26811,0.995605757510259,0.9891468145537109
26812,0.9167197696846313,0.6435498553185447
26813,0.7721739294829593,0.5088209243769629
26814,0.9961690155173013,0.9255217439307906
26815,0.9958991262922016,0.9623197688422859
26816,0.9592145395648101,0.7720259986613054
26817,0.9399671544407263,0.5337558425200117
26818,0.9151029672598504,0.6181455282301078
26819,0.9848224929290631,0.9492953832999824
26820,0.9719585798256258,0.8272816083989941
26821,0.9677621109277149,0.7172394138074067
26822,0.963409115879085,0.7673397875931157
26823,0.8720146195737141,0.9423800029665045
26824,0.9776574412961989,0.6151600848426466
26825,0.6265856315657988,0.8396911482171959
26826,0.9663361485928847,0.5576464500476073
26827,0.9880581679486091,0.8979134845776969
26828,0.7823206724524455,0.7302318225199933
26829,0.9953478417208157,0.999422653741964
26830,0.9962778615730828,0.945225644772457
26831,0.5474855852638268,0.9214770052414867
26832,0.7803380732373898,0.9260536462314299
26833,0.9995318742801338,0.9563994425303823
26834,0.5149886919945833,0.9530174028056198
26835,0.7310480551805463,0.9848082958471188
26836,0.709520172618263,0.9291176269929495
26837,0.9997233448869177,0.9992375037510264
26838,0.9855980426066369,0.8935461514167291
26839,0.6673384924136039,0.9091428236780381
26840,0.9937091982727568,0.9519026294910424
26841,0.6403336001010381,0.9583032147701177
26842,0.9955316390460491,0.9662136622671404
26843,0.9975447652396398,0.9992483896986186
26844,0.9938836992398978,0.7853489064747138
26845,0.9150394057164202,0.8167737962264232
26846,0.993605609186837,0.859703391908588
26847,0.654725786227865,0.8227456134094528
26848,0.976669378877111,0.5291845515157034
26849,0.8743560245365862,0.7360930233970101
26850,0.9995331705665973,0.9993470534402926
26851,0.9995846418083956,0.9963580812850837
26852,0.9987903177122369,0.9853519416870419
26853,0.5302420333402382,0.7809231888054474
26854,0.9980361243535556,0.9811147559908925
26855,0.9887836532076247,0.9978627677123668
26856,0.959754674877602,0.9524247922177395
26857,0.9177599138594299,0.8049090086992887
26858,0.7116561659680788,0.8171636009116229
26859,0.9933954234455867,0.9500355928295087
26860,0.9778189411650179,0.9275723248084761
26861,0.9978436817775009,0.991213263721562
26862,0.9751129420716681,0.7674270274721452
26863,0.8178997378620986,0.693324696355568
26864,0.6450303684415537,0.8882229802910883
26865,0.9999180702703052,0.9992517628608304
26866,0.8748408843683766,0.9016691731819335
26867,0.9866717573251945,0.9363485754500811
